"Head X","Head Y","Head Z","Neck X","Neck Y","Neck Z","SpineShoulder X","SpineShoulder Y","SpineShoulder Z","SpineMid X","SpineMid Y","SpineMid Z","SpineBase X","SpineBase Y","SpineBase Z","ShoulderLeft X","ShoulderLeft Y","ShoulderLeft Z","ShoulderRight X","ShoulderRight Y","ShoulderRight Z","ElbowLeft X","ElbowLeft Y","ElbowLeft Z","ElbowRight X","ElbowRight Y","ElbowRight Z","WristLeft X","WristLeft Y","WristLeft Z","WristRight X","WristRight Y","WristRight Z","HipLeft X","HipLeft Y","HipLeft Z","HipRight X","HipRight Y","HipRight Z","KneeLeft X","KneeLeft Y","KneeLeft Z","KneeRight X","KneeRight Y","KneeRight Z","AnkleLeft X","AnkleLeft Y","AnkleLeft Z","AnkleRight X","AnkleRight Y","AnkleRight Z","Timestamp"
"-0.1354","0.2559","2.2518","-0.1283","0.1986","2.3758","-0.1283","0.1986","2.3758","-0.1263","0.1042","2.4155","-0.1257","-0.2326","2.6339","-0.3072","0.1909","2.3536","0.0462","0.2159","2.3575","-0.3823","-0.0673","2.4690","0.1095","-0.0583","2.4823","-0.2808","-0.2256","2.4402","0.0226","-0.2481","2.4798","-0.2292","-0.2313","2.6382","-0.0265","-0.2339","2.6402","-0.2407","-0.4643","2.4276","-0.0079","-0.4620","2.4605","-0.2340","-0.8889","2.5242","-0.0069","-0.8592","2.5400","00:28:37.642 AM"
"-0.1363","0.2249","2.2518","-0.1286","0.1719","2.3814","-0.1286","0.1719","2.3814","-0.1260","0.0789","2.4255","-0.1241","-0.2533","2.6462","-0.3065","0.1626","2.3718","0.0465","0.1892","2.3827","-0.3865","-0.0868","2.4815","0.1102","-0.0823","2.4910","-0.2742","-0.2429","2.4523","0.0233","-0.2571","2.4808","-0.2274","-0.2498","2.6453","-0.0251","-0.2568","2.6543","-0.2409","-0.4643","2.4278","-0.0054","-0.4623","2.4558","-0.2406","-0.8899","2.5213","-0.0056","-0.8625","2.5400","00:28:37.663 AM"
"-0.1368","0.1982","2.2627","-0.1290","0.1608","2.3860","-0.1290","0.1608","2.3860","-0.1259","0.0680","2.4305","-0.1227","-0.2716","2.6660","-0.3050","0.1506","2.3718","0.0466","0.1767","2.4053","-0.3897","-0.1064","2.4928","0.1105","-0.1044","2.5344","-0.2677","-0.2650","2.4556","0.0252","-0.2855","2.4850","-0.2183","-0.2673","2.6605","-0.0251","-0.2669","2.6641","-0.2455","-0.4651","2.4277","-0.0054","-0.4639","2.4493","-0.2401","-0.8936","2.5048","-0.0056","-0.8634","2.5388","00:28:37.697 AM"
"-0.1364","0.1494","2.2762","-0.1287","0.0981","2.4028","-0.1287","0.0981","2.4028","-0.1244","0.0070","2.4464","-0.1201","-0.3093","2.6832","-0.3047","0.0860","2.4038","0.0471","0.1195","2.4267","-0.3918","-0.1496","2.5352","0.1126","-0.1466","2.5573","-0.2629","-0.2909","2.4660","0.0214","-0.2963","2.4835","-0.2159","-0.3066","2.6886","-0.0209","-0.3121","2.6674","-0.2540","-0.4570","2.4281","-0.0041","-0.4647","2.4425","-0.2446","-0.8929","2.5090","-0.0068","-0.8641","2.5337","00:28:37.731 AM"
"-0.1350","0.1250","2.2900","-0.1295","0.0882","2.4265","-0.1295","0.0882","2.4265","-0.1239","-0.0026","2.4663","-0.1146","-0.3152","2.6832","-0.3056","0.0761","2.4183","0.0472","0.1065","2.4320","-0.3918","-0.1578","2.5380","0.1137","-0.1535","2.5680","-0.2615","-0.2909","2.4725","0.0214","-0.3049","2.4863","-0.2074","-0.3136","2.6886","-0.0177","-0.3158","2.6723","-0.2593","-0.4570","2.4282","-0.0016","-0.4634","2.4425","-0.2449","-0.8953","2.5126","-0.0102","-0.8664","2.5338","00:28:37.763 AM"
"-0.1257","0.1114","2.3238","-0.1298","0.0723","2.4576","-0.1298","0.0723","2.4576","-0.1237","-0.0183","2.4926","-0.1103","-0.3273","2.6926","-0.3065","0.0579","2.4412","0.0478","0.0909","2.4635","-0.3921","-0.1721","2.5506","0.1169","-0.1659","2.5751","-0.2606","-0.3049","2.4832","0.0206","-0.3137","2.4863","-0.2063","-0.3275","2.7045","-0.0161","-0.3203","2.6801","-0.2596","-0.4577","2.4297","0.0116","-0.4634","2.4457","-0.2443","-0.8961","2.5276","-0.0102","-0.8555","2.5322","00:28:37.797 AM"
"-0.1269","0.1107","2.3890","-0.1299","0.0418","2.4864","-0.1299","0.0418","2.4864","-0.1207","-0.0422","2.5150","-0.1060","-0.3361","2.7094","-0.3077","0.0292","2.4745","0.0490","0.0754","2.5233","-0.3936","-0.1903","2.5527","0.1199","-0.1857","2.5910","-0.2580","-0.3088","2.4890","0.0176","-0.3233","2.4895","-0.2015","-0.3366","2.7187","-0.0131","-0.3356","2.7045","-0.2619","-0.4537","2.4470","0.0173","-0.4619","2.4502","-0.2426","-0.8979","2.5354","-0.0088","-0.8463","2.5155","00:28:37.830 AM"
"-0.1292","0.1114","2.4300","-0.1292","0.0359","2.5275","-0.1292","0.0359","2.5275","-0.1196","-0.0550","2.5500","-0.1062","-0.3412","2.7196","-0.3077","0.0244","2.4918","0.0496","0.0677","2.5565","-0.3922","-0.1982","2.5704","0.1197","-0.1886","2.6497","-0.2580","-0.3096","2.4993","0.0176","-0.3233","2.4925","-0.2006","-0.3408","2.7206","-0.0131","-0.3416","2.7256","-0.2625","-0.4543","2.4528","0.0252","-0.4615","2.4550","-0.2420","-0.8984","2.5354","-0.0094","-0.8383","2.5155","00:28:37.875 AM"
"-0.1254","0.1120","2.4697","-0.1287","0.0378","2.5770","-0.1287","0.0378","2.5770","-0.1202","-0.0537","2.5764","-0.1062","-0.3409","2.7261","-0.3079","0.0244","2.5488","0.0502","0.0641","2.5878","-0.3966","-0.1982","2.5790","0.1183","-0.1841","2.6608","-0.2598","-0.3096","2.5128","0.0177","-0.3243","2.5000","-0.2006","-0.3395","2.7311","-0.0131","-0.3423","2.7317","-0.2654","-0.4535","2.4592","0.0265","-0.4573","2.4842","-0.2417","-0.8962","2.5378","-0.0094","-0.8363","2.5185","00:28:37.898 AM"
"-0.1259","0.1136","2.5138","-0.1288","0.0378","2.5985","-0.1288","0.0378","2.5985","-0.1213","-0.0551","2.6055","-0.1066","-0.3409","2.7337","-0.3081","0.0267","2.5693","0.0506","0.0641","2.6058","-0.3994","-0.1982","2.6236","0.1181","-0.1861","2.6782","-0.2602","-0.3072","2.5185","0.0177","-0.3202","2.5076","-0.2014","-0.3395","2.7379","-0.0132","-0.3423","2.7317","-0.2666","-0.4587","2.4592","0.0316","-0.4546","2.4928","-0.2415","-0.8960","2.5332","-0.0055","-0.8364","2.5203","00:28:37.933 AM"
"-0.1185","0.1250","2.6032","-0.1304","0.0349","2.6658","-0.1304","0.0349","2.6658","-0.1214","-0.0545","2.6586","-0.1082","-0.3417","2.7447","-0.3068","0.0269","2.6164","0.0521","0.0649","2.6845","-0.4003","-0.1896","2.6597","0.1212","-0.1825","2.7015","-0.2680","-0.2969","2.5422","0.0179","-0.3033","2.5476","-0.2028","-0.3399","2.7413","-0.0133","-0.3426","2.7457","-0.2738","-0.4615","2.4714","0.0316","-0.4535","2.5052","-0.2402","-0.8875","2.5361","0.0023","-0.8355","2.5384","00:28:37.999 AM"
"-0.1230","0.1288","2.6217","-0.1310","0.0622","2.6988","-0.1310","0.0622","2.6988","-0.1234","-0.0343","2.6838","-0.1097","-0.3374","2.7489","-0.3062","0.0522","2.6633","0.0527","0.0737","2.7133","-0.4007","-0.1809","2.6830","0.1223","-0.1803","2.7163","-0.2745","-0.2880","2.5683","0.0181","-0.2954","2.5580","-0.2070","-0.3389","2.7449","-0.0134","-0.3387","2.7546","-0.2733","-0.4602","2.4935","0.0281","-0.4525","2.5147","-0.2387","-0.8819","2.5367","0.0075","-0.8371","2.5398","00:28:38.032 AM"
"-0.1194","0.1344","2.6552","-0.1308","0.0635","2.7325","-0.1308","0.0635","2.7325","-0.1250","-0.0331","2.7109","-0.1110","-0.3357","2.7461","-0.3069","0.0603","2.7140","0.0529","0.0746","2.7262","-0.4007","-0.1763","2.6964","0.1217","-0.1808","2.7280","-0.2824","-0.2829","2.5950","0.0182","-0.2913","2.5656","-0.2094","-0.3385","2.7469","-0.0134","-0.3338","2.7515","-0.2733","-0.4569","2.4900","0.0271","-0.4513","2.5110","-0.2366","-0.8796","2.5372","0.0075","-0.8373","2.5390","00:28:38.066 AM"
"-0.1151","0.1378","2.7013","-0.1317","0.0635","2.7494","-0.1317","0.0635","2.7494","-0.1250","-0.0284","2.7238","-0.1131","-0.3340","2.7476","-0.3073","0.0642","2.7295","0.0539","0.0746","2.7752","-0.3999","-0.1763","2.7315","0.1221","-0.1811","2.7718","-0.2855","-0.2829","2.6242","0.0183","-0.2881","2.5817","-0.2101","-0.3376","2.7409","-0.0134","-0.3256","2.7546","-0.2741","-0.4567","2.4900","0.0225","-0.4507","2.5132","-0.2354","-0.8790","2.5384","0.0075","-0.8381","2.5400","00:28:38.100 AM"
"-0.1068","0.1420","2.7516","-0.1352","0.0729","2.8223","-0.1352","0.0729","2.8223","-0.1317","-0.0269","2.7742","-0.1170","-0.3256","2.7358","-0.3115","0.0689","2.7946","0.0543","0.0805","2.8212","-0.3982","-0.1697","2.7885","0.1229","-0.1807","2.8124","-0.2922","-0.2740","2.6568","0.0183","-0.2812","2.6068","-0.2143","-0.3340","2.7429","-0.0215","-0.3214","2.7424","-0.2730","-0.4571","2.4852","0.0119","-0.4520","2.5023","-0.2322","-0.8732","2.5283","-0.0017","-0.8395","2.5416","00:28:38.134 AM"
"-0.1057","0.1484","2.7734","-0.1367","0.0784","2.8534","-0.1367","0.0784","2.8534","-0.1313","-0.0204","2.7926","-0.1177","-0.3260","2.7305","-0.3127","0.0689","2.7946","0.0545","0.0879","2.8396","-0.3982","-0.1612","2.8087","0.1240","-0.1802","2.8124","-0.3068","-0.2705","2.6708","0.0226","-0.2800","2.6182","-0.2143","-0.3351","2.7311","-0.0215","-0.3178","2.7306","-0.2679","-0.4571","2.4760","-0.0016","-0.4494","2.4948","-0.2314","-0.8726","2.5268","-0.0056","-0.8397","2.5420","00:28:38.167 AM"
"-0.1112","0.1653","2.8151","-0.1370","0.0786","2.8587","-0.1370","0.0786","2.8587","-0.1311","-0.0201","2.7968","-0.1172","-0.3227","2.7244","-0.3124","0.0692","2.8167","0.0548","0.0881","2.8396","-0.3980","-0.1593","2.8276","0.1245","-0.1796","2.8198","-0.3118","-0.2685","2.6886","0.0268","-0.2803","2.6377","-0.2143","-0.3334","2.7257","-0.0216","-0.3134","2.7193","-0.2667","-0.4559","2.4680","-0.0042","-0.4500","2.4910","-0.2312","-0.8723","2.5300","-0.0095","-0.8404","2.5417","00:28:38.200 AM"
"-0.1156","0.1860","2.8807","-0.1374","0.0788","2.8670","-0.1374","0.0788","2.8670","-0.1320","-0.0203","2.8011","-0.1189","-0.3238","2.7204","-0.3142","0.0697","2.8390","0.0502","0.0883","2.8650","-0.3964","-0.1603","2.8313","0.1246","-0.1763","2.8240","-0.3146","-0.2680","2.6988","0.0268","-0.2800","2.6436","-0.2157","-0.3334","2.7235","-0.0216","-0.3134","2.7176","-0.2616","-0.4559","2.4668","-0.0033","-0.4515","2.4917","-0.2291","-0.8718","2.5248","-0.0145","-0.8388","2.5398","00:28:38.259 AM"
"-0.1215","0.2110","2.9072","-0.1386","0.0791","2.8922","-0.1386","0.0791","2.8922","-0.1315","-0.0200","2.8200","-0.1170","-0.3231","2.7196","-0.3166","0.0704","2.8712","0.0473","0.0890","2.8912","-0.3955","-0.1593","2.8393","0.1199","-0.1761","2.8414","-0.3167","-0.2668","2.7044","0.0269","-0.2810","2.6504","-0.2116","-0.3326","2.7178","-0.0217","-0.3128","2.7183","-0.2565","-0.4574","2.4657","-0.0042","-0.4607","2.4928","-0.2287","-0.8748","2.5348","-0.0134","-0.8373","2.5350","00:28:38.285 AM"
"-0.1298","0.2143","2.9217","-0.1394","0.0796","2.9084","-0.1394","0.0796","2.9084","-0.1318","-0.0210","2.8347","-0.1181","-0.3264","2.7190","-0.3170","0.0704","2.8747","0.0474","0.0890","2.8912","-0.3941","-0.1596","2.8550","0.1173","-0.1752","2.8455","-0.3181","-0.2666","2.7055","0.0269","-0.2844","2.6650","-0.2136","-0.3414","2.7187","-0.0218","-0.3132","2.7138","-0.2529","-0.4578","2.4676","0.0000","-0.4594","2.4917","-0.2282","-0.8745","2.5333","-0.0134","-0.8379","2.5328","00:28:38.309 AM"
"-0.1371","0.2190","2.9374","-0.1397","0.0798","2.9154","-0.1397","0.0798","2.9154","-0.1313","-0.0212","2.8381","-0.1172","-0.3294","2.7190","-0.3178","0.0753","2.8823","0.0474","0.0894","2.9046","-0.3953","-0.1599","2.8638","0.1171","-0.1743","2.8518","-0.3181","-0.2666","2.7305","0.0298","-0.2881","2.6702","-0.2116","-0.3434","2.7209","-0.0218","-0.3150","2.7160","-0.2521","-0.4627","2.4672","0.0010","-0.4582","2.4913","-0.2264","-0.8745","2.5310","-0.0134","-0.8386","2.5305","00:28:38.350 AM"
"-0.1419","0.2246","2.9403","-0.1397","0.0798","2.9154","-0.1397","0.0798","2.9154","-0.1305","-0.0214","2.8381","-0.1163","-0.3308","2.7170","-0.3188","0.0745","2.8910","0.0477","0.0899","2.9210","-0.3951","-0.1605","2.8638","0.1171","-0.1739","2.8547","-0.3186","-0.2684","2.7277","0.0354","-0.2873","2.6702","-0.2113","-0.3444","2.7212","-0.0218","-0.3151","2.7160","-0.2506","-0.4648","2.4672","0.0118","-0.4581","2.4913","-0.2264","-0.8761","2.5328","-0.0134","-0.8377","2.5308","00:28:38.383 AM"
"-0.1508","0.2386","2.9507","-0.1403","0.0801","2.9278","-0.1403","0.0801","2.9278","-0.1316","-0.0217","2.8470","-0.1162","-0.3311","2.7123","-0.3200","0.0805","2.9025","0.0482","0.0908","2.9494","-0.3953","-0.1680","2.8545","0.1173","-0.1646","2.8602","-0.3159","-0.2730","2.7420","0.0354","-0.2893","2.6743","-0.2119","-0.3452","2.7169","-0.0219","-0.3191","2.7083","-0.2487","-0.4659","2.4628","0.0309","-0.4639","2.4884","-0.2299","-0.8775","2.5372","-0.0134","-0.8372","2.5316","00:28:38.417 AM"
"-0.1520","0.2474","2.9510","-0.1411","0.0805","2.9436","-0.1411","0.0805","2.9436","-0.1313","-0.0218","2.8540","-0.1156","-0.3318","2.7087","-0.3204","0.0805","2.9055","0.0481","0.0909","2.9523","-0.3957","-0.1648","2.8627","0.1174","-0.1654","2.8614","-0.3149","-0.2743","2.7502","0.0402","-0.2899","2.6780","-0.2097","-0.3455","2.7159","-0.0219","-0.3208","2.6980","-0.2484","-0.4657","2.4623","0.0309","-0.4641","2.4815","-0.2308","-0.8769","2.5354","-0.0134","-0.8328","2.5317","00:28:38.450 AM"
"-0.1533","0.2492","2.9514","-0.1411","0.0805","2.9428","-0.1411","0.0805","2.9428","-0.1321","-0.0228","2.8542","-0.1166","-0.3319","2.7092","-0.3207","0.0806","2.9087","0.0482","0.0910","2.9554","-0.3930","-0.1659","2.8630","0.1174","-0.1659","2.8607","-0.3134","-0.2767","2.7500","0.0438","-0.2952","2.6782","-0.2114","-0.3457","2.7160","-0.0219","-0.3250","2.6967","-0.2483","-0.4652","2.4605","0.0350","-0.4631","2.4778","-0.2326","-0.8772","2.5392","-0.0134","-0.8343","2.5318","00:28:38.485 AM"
"-0.1513","0.2522","2.9517","-0.1409","0.0805","2.9428","-0.1409","0.0805","2.9428","-0.1327","-0.0227","2.8542","-0.1170","-0.3328","2.7086","-0.3209","0.0807","2.9104","0.0482","0.0910","2.9553","-0.3844","-0.1680","2.8540","0.1173","-0.1658","2.8598","-0.3121","-0.2805","2.7464","0.0438","-0.2966","2.6784","-0.2140","-0.3431","2.7160","-0.0219","-0.3252","2.6973","-0.2484","-0.4650","2.4590","0.0372","-0.4653","2.4792","-0.2316","-0.8785","2.5363","-0.0134","-0.8341","2.5313","00:28:38.518 AM"
"-0.1486","0.2558","2.9551","-0.1411","0.0805","2.9425","-0.1411","0.0805","2.9425","-0.1326","-0.0227","2.8521","-0.1175","-0.3332","2.7002","-0.3218","0.0807","2.9190","0.0391","0.0910","2.9560","-0.3844","-0.1679","2.8493","0.1172","-0.1670","2.8565","-0.3112","-0.2805","2.7470","0.0437","-0.2989","2.6790","-0.2149","-0.3395","2.7131","-0.0220","-0.3254","2.6962","-0.2482","-0.4643","2.4578","0.0404","-0.4668","2.4748","-0.2316","-0.8779","2.5396","-0.0081","-0.8337","2.5324","00:28:38.552 AM"
"-0.1517","0.2601","2.9575","-0.1452","0.0803","2.9360","-0.1452","0.0803","2.9360","-0.1333","-0.0227","2.8507","-0.1168","-0.3333","2.7008","-0.3221","0.0807","2.9214","0.0391","0.0910","2.9557","-0.3851","-0.1680","2.8508","0.1172","-0.1685","2.8556","-0.3094","-0.2805","2.7470","0.0437","-0.2989","2.6782","-0.2114","-0.3393","2.7147","-0.0220","-0.3257","2.6939","-0.2478","-0.4638","2.4538","0.0405","-0.4659","2.4792","-0.2314","-0.8790","2.5432","-0.0055","-0.8342","2.5325","00:28:38.583 AM"
"-0.1501","0.2602","2.9580","-0.1495","0.0803","2.9377","-0.1495","0.0803","2.9377","-0.1368","-0.0225","2.8504","-0.1173","-0.3325","2.7030","-0.3223","0.0808","2.9234","0.0391","0.0910","2.9550","-0.3856","-0.1639","2.8538","0.1173","-0.1685","2.8584","-0.3069","-0.2807","2.7448","0.0437","-0.2988","2.6782","-0.2146","-0.3393","2.7134","-0.0220","-0.3258","2.6985","-0.2477","-0.4637","2.4530","0.0405","-0.4664","2.4812","-0.2321","-0.8799","2.5464","-0.0056","-0.8360","2.5330","00:28:38.617 AM"
"-0.1501","0.2597","2.9581","-0.1495","0.0803","2.9378","-0.1495","0.0803","2.9378","-0.1371","-0.0225","2.8500","-0.1177","-0.3311","2.7032","-0.3224","0.0809","2.9238","0.0391","0.0910","2.9547","-0.3891","-0.1600","2.8585","0.1172","-0.1685","2.8568","-0.3066","-0.2804","2.7423","0.0437","-0.2988","2.6775","-0.2145","-0.3375","2.7126","-0.0220","-0.3257","2.6966","-0.2478","-0.4635","2.4535","0.0405","-0.4684","2.4810","-0.2291","-0.8809","2.5522","-0.0055","-0.8370","2.5328","00:28:38.650 AM"
"-0.1525","0.2512","2.9591","-0.1497","0.0802","2.9367","-0.1497","0.0802","2.9367","-0.1381","-0.0217","2.8462","-0.1182","-0.3283","2.7043","-0.3225","0.0720","2.9254","0.0391","0.0909","2.9538","-0.3898","-0.1683","2.8555","0.1173","-0.1685","2.8594","-0.3092","-0.2812","2.7330","0.0437","-0.2988","2.6774","-0.2143","-0.3300","2.7112","-0.0220","-0.3259","2.6931","-0.2476","-0.4629","2.4513","0.0405","-0.4648","2.4829","-0.2264","-0.8824","2.5495","-0.0134","-0.8328","2.5292","00:28:38.684 AM"
"-0.1531","0.2492","2.9579","-0.1498","0.0803","2.9380","-0.1498","0.0803","2.9380","-0.1381","-0.0212","2.8469","-0.1182","-0.3258","2.7014","-0.3225","0.0719","2.9240","0.0391","0.0909","2.9518","-0.3908","-0.1685","2.8573","0.1173","-0.1686","2.8593","-0.3093","-0.2825","2.7322","0.0437","-0.2987","2.6768","-0.2143","-0.3300","2.7092","-0.0220","-0.3207","2.6891","-0.2474","-0.4611","2.4497","0.0405","-0.4635","2.4812","-0.2255","-0.8815","2.5456","-0.0081","-0.8182","2.5246","00:28:38.720 AM"
"-0.1530","0.2484","2.9571","-0.1498","0.0803","2.9375","-0.1498","0.0803","2.9375","-0.1383","-0.0199","2.8477","-0.1182","-0.3250","2.7003","-0.3222","0.0719","2.9222","0.0391","0.0909","2.9513","-0.3862","-0.1643","2.8586","0.1174","-0.1687","2.8608","-0.3094","-0.2864","2.7307","0.0437","-0.2988","2.6778","-0.2143","-0.3287","2.7088","-0.0221","-0.3188","2.6861","-0.2474","-0.4594","2.4500","0.0405","-0.4654","2.4834","-0.2277","-0.8819","2.5422","-0.0133","-0.8197","2.5183","00:28:38.750 AM"
"-0.1533","0.2484","2.9557","-0.1498","0.0803","2.9375","-0.1498","0.0803","2.9375","-0.1383","-0.0193","2.8477","-0.1182","-0.3233","2.6990","-0.3221","0.0718","2.9213","0.0391","0.0908","2.9498","-0.3865","-0.1602","2.8622","0.1174","-0.1687","2.8608","-0.3092","-0.2872","2.7292","0.0437","-0.2989","2.6788","-0.2143","-0.3287","2.7099","-0.0221","-0.3188","2.6866","-0.2477","-0.4585","2.4527","0.0405","-0.4624","2.4841","-0.2296","-0.8819","2.5407","-0.0133","-0.8209","2.5210","00:28:38.784 AM"
"-0.1538","0.2488","2.9548","-0.1497","0.0803","2.9364","-0.1497","0.0803","2.9364","-0.1384","-0.0193","2.8458","-0.1180","-0.3187","2.6989","-0.3217","0.0718","2.9177","0.0390","0.0908","2.9490","-0.3866","-0.1684","2.8618","0.1173","-0.1688","2.8602","-0.3097","-0.2876","2.7333","0.0438","-0.2989","2.6794","-0.2140","-0.3220","2.7084","-0.0221","-0.3188","2.6875","-0.2481","-0.4587","2.4564","0.0405","-0.4635","2.4844","-0.2299","-0.8756","2.5317","-0.0133","-0.8242","2.5254","00:28:38.816 AM"
"-0.1548","0.2530","2.9519","-0.1496","0.0803","2.9348","-0.1496","0.0803","2.9348","-0.1385","-0.0192","2.8453","-0.1181","-0.3189","2.6971","-0.3216","0.0717","2.9165","0.0390","0.0907","2.9465","-0.3865","-0.1684","2.8605","0.1174","-0.1687","2.8612","-0.3097","-0.2876","2.7333","0.0437","-0.2990","2.6790","-0.2141","-0.3218","2.7056","-0.0221","-0.3188","2.6896","-0.2477","-0.4595","2.4530","0.0405","-0.4624","2.4855","-0.2283","-0.8723","2.5275","-0.0133","-0.8231","2.5233","00:28:38.851 AM"
"-0.1592","0.2572","2.9507","-0.1494","0.0802","2.9308","-0.1494","0.0802","2.9308","-0.1384","-0.0192","2.8447","-0.1182","-0.3192","2.6971","-0.3212","0.0717","2.9136","0.0390","0.0907","2.9458","-0.3862","-0.1684","2.8613","0.1173","-0.1686","2.8590","-0.3096","-0.2875","2.7327","0.0437","-0.2988","2.6783","-0.2144","-0.3219","2.7056","-0.0221","-0.3187","2.6869","-0.2480","-0.4597","2.4540","0.0405","-0.4625","2.4862","-0.2305","-0.8735","2.5275","-0.0133","-0.8208","2.5195","00:28:38.882 AM"
"-0.1664","0.2575","2.9491","-0.1493","0.0801","2.9294","-0.1493","0.0801","2.9294","-0.1384","-0.0191","2.8446","-0.1184","-0.3186","2.6989","-0.3212","0.0716","2.9130","0.0390","0.0907","2.9450","-0.3866","-0.1685","2.8623","0.1170","-0.1685","2.8523","-0.3097","-0.2880","2.7352","0.0437","-0.2988","2.6773","-0.2148","-0.3195","2.7068","-0.0221","-0.3186","2.6926","-0.2481","-0.4575","2.4562","0.0407","-0.4642","2.4874","-0.2319","-0.8725","2.5245","-0.0133","-0.8236","2.5195","00:28:38.917 AM"
"-0.1661","0.2569","2.9457","-0.1493","0.0801","2.9284","-0.1493","0.0801","2.9284","-0.1384","-0.0185","2.8424","-0.1185","-0.3170","2.7010","-0.3209","0.0716","2.9108","0.0390","0.0906","2.9427","-0.3864","-0.1686","2.8615","0.1169","-0.1684","2.8500","-0.3096","-0.2837","2.7364","0.0437","-0.2987","2.6775","-0.2150","-0.3157","2.7070","-0.0221","-0.3185","2.6952","-0.2487","-0.4604","2.4605","0.0406","-0.4622","2.4883","-0.2326","-0.8739","2.5266","-0.0133","-0.8246","2.5210","00:28:38.959 AM"
"-0.1609","0.2567","2.9442","-0.1492","0.0801","2.9266","-0.1492","0.0801","2.9266","-0.1384","-0.0185","2.8415","-0.1186","-0.3170","2.7010","-0.3207","0.0715","2.9084","0.0390","0.0906","2.9422","-0.3863","-0.1688","2.8623","0.1171","-0.1685","2.8493","-0.3099","-0.2837","2.7390","0.0437","-0.2946","2.6765","-0.2153","-0.3159","2.7075","-0.0221","-0.3185","2.6942","-0.2490","-0.4639","2.4622","0.0406","-0.4625","2.4890","-0.2318","-0.8735","2.5250","-0.0133","-0.8281","2.5238","00:28:38.982 AM"
"-0.1533","0.2552","2.9402","-0.1492","0.0800","2.9254","-0.1492","0.0800","2.9254","-0.1383","-0.0185","2.8403","-0.1187","-0.3170","2.7016","-0.3201","0.0714","2.9035","0.0388","0.0901","2.9268","-0.3862","-0.1688","2.8612","0.1171","-0.1685","2.8542","-0.3099","-0.2830","2.7351","0.0437","-0.2904","2.6760","-0.2153","-0.3159","2.7115","-0.0221","-0.3185","2.6935","-0.2489","-0.4599","2.4612","0.0407","-0.4626","2.4896","-0.2278","-0.8772","2.5255","-0.0133","-0.8278","2.5236","00:28:39.017 AM"
"-0.1542","0.2542","2.9376","-0.1491","0.0800","2.9248","-0.1491","0.0800","2.9248","-0.1383","-0.0179","2.8396","-0.1188","-0.3148","2.7016","-0.3197","0.0713","2.9000","0.0387","0.0900","2.9233","-0.3863","-0.1689","2.8625","0.1169","-0.1683","2.8552","-0.3099","-0.2878","2.7316","0.0437","-0.2907","2.6765","-0.2155","-0.3159","2.7120","-0.0221","-0.3146","2.6915","-0.2484","-0.4584","2.4604","0.0406","-0.4626","2.4878","-0.2246","-0.8748","2.5258","-0.0133","-0.8213","2.5222","00:28:39.050 AM"
"-0.1548","0.2536","2.9355","-0.1491","0.0800","2.9233","-0.1491","0.0800","2.9233","-0.1382","-0.0179","2.8390","-0.1188","-0.3148","2.6994","-0.3192","0.0712","2.8953","0.0386","0.0898","2.9158","-0.3864","-0.1689","2.8638","0.1217","-0.1687","2.8568","-0.3097","-0.2894","2.7298","0.0437","-0.2904","2.6753","-0.2155","-0.3159","2.7120","-0.0221","-0.3107","2.6928","-0.2484","-0.4576","2.4604","0.0405","-0.4600","2.4883","-0.2247","-0.8745","2.5234","-0.0133","-0.8185","2.5202","00:28:39.084 AM"
"-0.1546","0.2535","2.9337","-0.1445","0.0800","2.9228","-0.1445","0.0800","2.9228","-0.1358","-0.0174","2.8367","-0.1189","-0.3135","2.7006","-0.3187","0.0711","2.8905","0.0386","0.0897","2.9142","-0.3868","-0.1689","2.8643","0.1266","-0.1688","2.8576","-0.3100","-0.2899","2.7230","0.0437","-0.2904","2.6764","-0.2158","-0.3161","2.7105","-0.0221","-0.3107","2.6931","-0.2480","-0.4560","2.4584","0.0405","-0.4598","2.4873","-0.2237","-0.8749","2.5234","-0.0133","-0.8250","2.5222","00:28:39.117 AM"
"-0.1548","0.2403","2.9238","-0.1398","0.0798","2.9173","-0.1398","0.0798","2.9173","-0.1341","-0.0174","2.8333","-0.1190","-0.3123","2.7041","-0.3176","0.0708","2.8805","0.0385","0.0895","2.9060","-0.3871","-0.1687","2.8636","0.1264","-0.1689","2.8606","-0.3134","-0.2898","2.7223","0.0436","-0.2897","2.6695","-0.2159","-0.3162","2.7167","-0.0221","-0.3117","2.6939","-0.2479","-0.4562","2.4588","0.0347","-0.4584","2.4872","-0.2242","-0.8744","2.5382","-0.0133","-0.8257","2.5220","00:28:39.159 AM"
"-0.1542","0.2364","2.9137","-0.1398","0.0798","2.9162","-0.1398","0.0798","2.9162","-0.1334","-0.0179","2.8317","-0.1190","-0.3156","2.7047","-0.3170","0.0707","2.8748","0.0384","0.0895","2.9060","-0.3872","-0.1687","2.8630","0.1263","-0.1690","2.8628","-0.3151","-0.2898","2.7177","0.0436","-0.2895","2.6678","-0.2160","-0.3189","2.7158","-0.0221","-0.3118","2.6992","-0.2486","-0.4562","2.4592","0.0328","-0.4559","2.4870","-0.2246","-0.8733","2.5333","-0.0133","-0.8298","2.5248","00:28:39.183 AM"
